Geo Point;Geo Shape;FID;OBJECTID;NCESID;Name;Address;Address 2;City;State;ZIP;ZIP4;Telephone;Type;Status;Population;County;County+State FIPS;Country;NAICS Code;Description;Source;Date Added;Evaluation Method;Date Evaluated;Website;Level;Enrollment;ST_GRADE;End Grade;District ID;FT Teacher;Shelter ID
44.416493135,-72.024435939;"{""type"": ""Point"", ""coordinates"": [-72.02443593899993, 44.416493135000046]}";20982;20977;500765000181;ST. JOHNSBURY SCHOOL;257 WESTERN AVE;;SAINT JOHNSBURY;VT;05819;;(802) 748-8912;1;1;748;CALEDONIA;50005;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500765000181;2010-01-29T00:00:00.000Z;IMAGERY;2010-08-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500765000181;PRIMARY;690;PK;08;5007650;58;10781195
44.946575462,-72.20338509;"{""type"": ""Point"", ""coordinates"": [-72.20338508999997, 44.94657546200005]}";14915;14510;500960000107;NORTH COUNTRY CAREER CENTER;209 VETERANS AVE;;NEWPORT;VT;05855;;(802) 334-5469;3;1;0;ORLEANS;50019;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500960000107;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500960000107;UNKNOWN;0;N;N;5009600;0;
43.955702537,-72.722353982;"{""type"": ""Point"", ""coordinates"": [-72.72235398199994, 43.955702537000015]}";53352;52946;500237000422;BRAINTREE SCHOOL;66 BENT HILL RD;;BRAINTREE;VT;05060;9411;(802) 728-9373;1;1;95;ORANGE;50017;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500237000422;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500237000422;PRIMARY;87;PK;06;5002370;8;10819809
44.002857645,-72.122820268;"{""type"": ""Point"", ""coordinates"": [-72.12282026799993, 44.00285764500005]}";84244;85044;500824700118;RIVER BEND CAREER & TECHNICAL CENTER;36 OXBOW DR;;BRADFORD;VT;05033;0618;(802) 222-5212;3;1;0;ORANGE;50017;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500824700118;2010-01-29T00:00:00.000Z;IMAGERY;2010-08-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500824700118;UNKNOWN;0;N;N;5008247;0;
44.519178237,-72.944258565;"{""type"": ""Point"", ""coordinates"": [-72.94425856499997, 44.51917823700005]}";90993;91387;500584000398;BROWNS RIVER MIDDLE USD #17;20 RIVER RD;;JERICHO;VT;05465;9801;(802) 899-3711;1;1;446;CHITTENDEN;50007;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500584000398;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500584000398;MIDDLE;414;05;08;5005840;32;
44.808369006,-73.083086383;"{""type"": ""Point"", ""coordinates"": [-73.08308638299994, 44.80836900600006]}";65001;65791;500002500205;BELLOWS FREE ACADEMY UHSD #48;71 SOUTH MAIN ST;;SAINT ALBANS;VT;05478;2297;(802) 527-6555;1;1;1148;FRANKLIN;50011;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500002500205;2010-01-29T00:00:00.000Z;IMAGERY;2010-08-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500002500205;HIGH;1030;09;12;5000025;118;10776470
43.104154824,-72.77516003;"{""type"": ""Point"", ""coordinates"": [-72.77516002999992, 43.10415482400002]}";97028;97825;500492000165;JAMAICA VILLAGE SCHOOL;347 DEPOT ST;;JAMAICA;VT;05343;0488;(802) 874-4822;1;1;70;WINDHAM;50025;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500492000165;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500492000165;PRIMARY;65;PK;06;5004920;5;
44.995390247,-71.537685416;"{""type"": ""Point"", ""coordinates"": [-71.53768541599997, 44.99539024700003]}";6787;7980;500294000426;CANAAN SCHOOLS;99 SCHOOL ST;;CANAAN;VT;05903;4401;(802) 266-8910;1;1;204;ESSEX;50009;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500294000426;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500294000426;OTHER;184;PK;12;5002940;20;
44.260537452,-72.587015298;"{""type"": ""Point"", ""coordinates"": [-72.58701529799997, 44.26053745200003]}";84239;85039;500570000199;MONTPELIER HIGH SCHOOL;5 HIGH SCHOOL DR;;MONTPELIER;VT;05602;3344;(802) 225-8000;1;1;315;WASHINGTON;50023;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500570000199;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500570000199;HIGH;283;09;12;5005700;32;
44.994955817,-72.669900673;"{""type"": ""Point"", ""coordinates"": [-72.66990067299996, 44.99495581700005]}";90996;91390;500681000256;RICHFORD JUNIOR/SENIOR HIGH SCHOOL;1 CORLISS HEIGHTS;;RICHFORD;VT;05476;0901;(802) 848-7416;1;1;246;FRANKLIN;50011;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500681000256;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500681000256;HIGH;225;07;12;5006810;21;
43.46950883,-72.470763923;"{""type"": ""Point"", ""coordinates"": [-72.47076392299992, 43.46950883000003]}";20985;20980;500888000371;ALBERT BRIDGE SCHOOL (WEST WINDSOR);108 BROWNSVILLE HARTLAND RD;;BROWNSVILLE;VT;05037;;(802) 484-3344;1;1;91;WINDSOR;50027;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500888000371;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500888000371;PRIMARY;85;PK;06;5008880;6;
43.476585873,-72.392520556;"{""type"": ""Point"", ""coordinates"": [-72.39252055599995, 43.47658587300002]}";72985;72174;500930000386;WINDSOR HIGH SCHOOL;19 ASCUTNEY ST;;WINDSOR;VT;05089;1503;(802) 674-6344;1;1;298;WINDSOR;50027;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500930000386;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500930000386;HIGH;277;07;12;5009300;21;
44.8215029,-71.893970966;"{""type"": ""Point"", ""coordinates"": [-71.89397096599997, 44.82150290000002]}";26018;27213;500261000054;BRIGHTON ELEMENTARY SCHOOL;825 RAILROAD ST;;ISLAND POND;VT;05846;0419;(802) 723-4373;1;1;105;ESSEX;50009;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500261000054;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500261000054;PRIMARY;91;PK;08;5002610;14;
44.624604602,-71.959914761;"{""type"": ""Point"", ""coordinates"": [-71.95991476099992, 44.62460460200003]}";72970;72159;500279000424;BURKE TOWN SCHOOL;3293 BURKE HOLLOW RD;;WEST BURKE;VT;05871;8913;(802) 467-3385;1;1;222;CALEDONIA;50005;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500279000424;2010-01-29T00:00:00.000Z;IMAGERY;2010-08-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500279000424;PRIMARY;204;PK;08;5002790;18;10804899
43.804589982,-73.299114026;"{""type"": ""Point"", ""coordinates"": [-73.29911402599997, 43.80458998200002]}";6797;7990;500627000233;ORWELL VILLAGE SCHOOL;494 MAIN ST;;ORWELL;VT;05760;;(802) 948-2871;1;1;122;ADDISON;50001;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500627000233;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500627000233;PRIMARY;111;KG;08;5006270;11;10784954
43.065507696,-73.151245906;"{""type"": ""Point"", ""coordinates"": [-73.15124590599997, 43.06550769600005]}";97023;97820;500183000005;ARLINGTON MEMORIAL;529 EAST ARLINGTON RD;;ARLINGTON;VT;05250;;(802) 375-2589;1;1;241;BENNINGTON;50003;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500183000005;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500183000005;OTHER;218;06;12;5001830;23;10786914
43.133420613,-72.446234963;"{""type"": ""Point"", ""coordinates"": [-72.44623496299992, 43.133420613000055]}";72978;72167;500693000262;BELLOWS FALLS MIDDLE SCHOOL;15 SCHOOL ST;;BELLOWS FALLS;VT;05101;1596;(802) 463-4366;1;1;262;WINDHAM;50025;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500693000262;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500693000262;MIDDLE;238;05;08;5006930;24;10800817
44.748804039,-72.179804354;"{""type"": ""Point"", ""coordinates"": [-72.17980435399991, 44.74880403900003]}";14895;14490;500207000025;BARTON GRADED SCHOOL;137 CHURCH ST;;BARTON;VT;05822;0588;(802) 525-3636;1;1;195;ORLEANS;50019;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500207000025;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500207000025;PRIMARY;181;PK;08;5002070;14;
44.223464103,-73.057463099;"{""type"": ""Point"", ""coordinates"": [-73.05746309899995, 44.22346410300002]}";14910;14505;500774000317;ROBINSON SCHOOL;41 PARSONAGE RD;;STARKSBORO;VT;05487;0010;(802) 453-2949;1;1;183;ADDISON;50001;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500774000317;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500774000317;PRIMARY;169;PK;06;5007740;14;10781196
44.123680274,-72.545636309;"{""type"": ""Point"", ""coordinates"": [-72.54563630899995, 44.12368027400003]}";90999;91393;500918000379;WILLIAMSTOWN ELEMENTARY SCHOOL;100 BRUSH HILL RD;;WILLIAMSTOWN;VT;05679;;(802) 433-6653;1;1;258;ORANGE;50017;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500918000379;2010-01-29T00:00:00.000Z;IMAGERY;2010-08-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500918000379;PRIMARY;239;PK;05;5009180;19;
44.705906271,-72.189647534;"{""type"": ""Point"", ""coordinates"": [-72.18964753399995, 44.705906271000046]}";58600;59395;500417000137;GLOVER VILLAGE SCHOOL;100 SCHOOL ST;;GLOVER;VT;05839;;(802) 525-6958;1;1;145;ORLEANS;50019;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500417000137;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500417000137;PRIMARY;135;PK;08;5004170;10;
42.929987371,-73.244521227;"{""type"": ""Point"", ""coordinates"": [-73.24452122699994, 42.929987371000024]}";20978;20973;500606000219;NORTH BENNINGTON GRADED SCHOOL;10 SCHOOL ST;;NORTH BENNINGTON;VT;05257;;(802) 442-5955;1;2;-999;BENNINGTON;50003;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500606000219;2010-01-29T00:00:00.000Z;IMAGERY;2010-05-17T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500606000219;UNKNOWN;-2;PK;06;5006060;-2;10801886
44.497632104,-73.108507407;"{""type"": ""Point"", ""coordinates"": [-73.10850740699992, 44.49763210400003]}";33495;33493;500000600120;ESSEX COMMUNITY EDUCATION CENTER UHSD #46;2 EDUCATIONAL DR;;ESSEX JUNCTION;VT;05452;3167;(802) 857-7000;1;1;1440;CHITTENDEN;50007;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500000600120;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500000600120;HIGH;1285;09;12;5000006;155;10781186
44.562781042,-72.590199341;"{""type"": ""Point"", ""coordinates"": [-72.59019934099994, 44.56278104200002]}";84240;85040;500579000157;PEOPLES ACADEMY MIDDLE SCHOOL;202 COPLEY AVE;;MORRISVILLE;VT;05661;;(802) 888-1402;1;1;306;LAMOILLE;50015;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500579000157;2009-10-13T00:00:00.000Z;IMAGERY;2010-08-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500579000157;MIDDLE;281;05;08;5005790;25;10790102
44.339118172,-72.753080315;"{""type"": ""Point"", ""coordinates"": [-72.75308031499996, 44.33911817200002]}";6778;7971;500000800130;THATCHER BROOK PRIMARY SCHOOL USD #45;47 STOWE ST;;WATERBURY;VT;05676;;(802) 244-7195;1;1;480;WASHINGTON;50023;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500000800130;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500000800130;PRIMARY;445;PK;04;5000008;35;10812456
44.784359608,-72.8028654;"{""type"": ""Point"", ""coordinates"": [-72.80286539999996, 44.78435960800003]}";20973;20968;500189000009;BAKERSFIELD SCHOOL;82 ACADEMY DR;;BAKERSFIELD;VT;05441;0017;(802) 827-6611;1;1;172;FRANKLIN;50011;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500189000009;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500189000009;PRIMARY;159;PK;08;5001890;13;10784946
44.041759611,-73.212302974;"{""type"": ""Point"", ""coordinates"": [-73.21230297399994, 44.041759611000025]}";26031;27226;500906000376;WEYBRIDGE ELEMENTARY SCHOOL;210 QUAKER VILLAGE RD;;MIDDLEBURY;VT;05753;9801;(802) 545-2113;1;1;56;ADDISON;50001;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500906000376;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500906000376;PRIMARY;51;PK;06;5009060;5;
43.613481871,-72.545448206;"{""type"": ""Point"", ""coordinates"": [-72.54544820599993, 43.613481871000026]}";91000;91394;500951009273;WOODSTOCK UNION MIDDLE SCHOOL;4961 WOODSTOCK RD;;WOODSTOCK;VT;05091;9801;(802) 457-1330;1;1;151;WINDSOR;50027;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500951009273;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500951009273;MIDDLE;136;07;08;5009510;15;
42.880684285,-73.193648866;"{""type"": ""Point"", ""coordinates"": [-73.19364886599992, 42.880684285000015]}";90981;91375;500213000028;BENNINGTON ELEMENTARY SCHOOL;128 PARK ST;;BENNINGTON;VT;05201;2518;(802) 442-5256;1;1;327;BENNINGTON;50003;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500213000028;2009-10-13T00:00:00.000Z;IMAGERY;2010-05-17T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500213000028;PRIMARY;309;PK;05;5002130;18;10800728
44.494816856,-73.113650577;"{""type"": ""Point"", ""coordinates"": [-73.11365057699996, 44.49481685600004]}";72974;72163;500381000453;THOMAS FLEMING SCHOOL;9 PROSPECT ST;;ESSEX JUNCTION;VT;05452;;(802) 878-1381;1;1;249;CHITTENDEN;50007;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500381000453;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500381000453;MIDDLE;231;04;05;5003810;18;
43.480721206,-72.394274623;"{""type"": ""Point"", ""coordinates"": [-72.39427462299993, 43.48072120600004]}";72984;72173;500930000385;WINDSOR STATE STREET SCHOOL;127 STATE ST;;WINDSOR;VT;05089;1214;(802) 674-2310;1;1;289;WINDSOR;50027;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500930000385;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500930000385;PRIMARY;273;PK;06;5009300;16;
44.882441815,-73.345247923;"{""type"": ""Point"", ""coordinates"": [-73.34524792299997, 44.88244181500003]}";39944;39944;500489000164;ISLE LA MOTTE ELEMENTARY SCHOOL;534 SCHOOL ST;;ISLE LA MOTTE;VT;05463;;(802) 928-3231;1;1;37;GRAND ISLE;50013;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500489000164;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500489000164;PRIMARY;32;PK;06;5004890;5;
44.493301859,-73.11358919;"{""type"": ""Point"", ""coordinates"": [-73.11358918999996, 44.49330185900003]}";65010;65800;500381000452;SUMMIT STREET SCHOOL;17 SUMMIT ST;;ESSEX JUNCTION;VT;05452;3640;(802) 878-1377;1;1;311;CHITTENDEN;50007;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500381000452;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500381000452;PRIMARY;292;PK;03;5003810;19;
43.304107082,-72.496725512;"{""type"": ""Point"", ""coordinates"": [-72.49672551199993, 43.304107082]}";20981;20976;500753000298;RIVERSIDE SCHOOL;13 FAIRGROUNDS RD;;SPRINGFIELD;VT;05156;2198;(802) 885-8490;1;1;318;WINDSOR;50027;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500753000298;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500753000298;MIDDLE;289;06;08;5007530;29;10784884
43.931732765,-72.659177023;"{""type"": ""Point"", ""coordinates"": [-72.65917702299997, 43.931732765000035]}";39931;39931;500240000098;RANDOLPH TECHNICAL CAREER CENTER;17 FOREST ST;;RANDOLPH;VT;05060;1006;(802) 728-9595;3;1;0;ORANGE;50017;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500240000098;2010-01-29T00:00:00.000Z;IMAGERY;2010-08-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500240000098;UNKNOWN;0;N;N;5002400;0;
44.941421815,-73.044055252;"{""type"": ""Point"", ""coordinates"": [-73.04405525199995, 44.94142181500004]}";33503;33501;500465000434;HIGHGATE SCHOOL;219 GORE RD;;HIGHGATE CENTER;VT;05459;;(802) 868-4170;1;1;350;FRANKLIN;50011;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500465000434;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500465000434;PRIMARY;320;PK;06;5004650;30;
43.90803051,-72.145998122;"{""type"": ""Point"", ""coordinates"": [-72.14599812199995, 43.90803051000005]}";6779;7972;500002400131;SAMUEL MOREY ELEMENTARY SCHOOL;214 SCHOOL ST;;FAIRLEE;VT;05045;0066;(802) 333-9755;1;1;195;ORANGE;50017;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500002400131;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500002400131;PRIMARY;179;PK;06;5000024;16;
43.13230528,-72.450477673;"{""type"": ""Point"", ""coordinates"": [-72.45047767299995, 43.13230528000001]}";79341;78537;500693000263;ROCKINGHAM CENTRAL ELEMENTARY SCHOOL;50 SCHOOL ST EXTENSION;;BELLOWS FALLS;VT;05101;1497;(802) 463-4346;1;1;269;WINDHAM;50025;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500693000263;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500693000263;PRIMARY;251;PK;04;5006930;18;
43.818956373,-72.517425115;"{""type"": ""Point"", ""coordinates"": [-72.51742511499997, 43.81895637300004]}";72979;72168;500699000266;SOUTH ROYALTON ELEMENTARY/HIGH SCHOOL;223 SOUTH WINSOR ST;;SOUTH ROYALTON;VT;05068;;(802) 763-8844;1;1;392;WINDSOR;50027;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500699000266;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500699000266;OTHER;362;PK;12;5006990;30;
44.005550487,-73.162391796;"{""type"": ""Point"", ""coordinates"": [-73.16239179599994, 44.00555048700003]}";84230;85030;500002100099;PATRICIA A. HANNAFORD CAREER CENTER;51 CHARLES AVE;;MIDDLEBURY;VT;05753;;(802) 382-1012;3;1;17;ADDISON;50001;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500002100099;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500002100099;UNKNOWN;-1;N;N;5000021;17;
44.079150885,-72.060044459;"{""type"": ""Point"", ""coordinates"": [-72.06004445899997, 44.07915088500004]}";46040;46440;500594000213;NEWBURY ELEMENTARY SCHOOL;214 PULASKI ST;;NEWBURY;VT;05051;0068;(802) 866-5621;1;1;158;ORANGE;50017;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500594000213;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500594000213;PRIMARY;143;PK;06;5005940;15;10819785
